0	1.65
200	1.64
400	1.63
600	1.63
800	1.61
1000	1.57
1200	1.49
1400	1.45
1600	1.51
1800	1.54
2000	1.53
2200	1.50
2400	1.46
2600	1.42
2800	1.42
3000	1.41
3200	1.38
3400	1.36
3600	1.40
3800	1.42
4000	1.51
4200	1.64
4400	1.75
4600	1.79
4800	1.77
5000	1.74
5200	1.71
5400	1.71
5600	1.69
5800	1.64
6000	1.66
6200	1.71
6400	1.75
6600	1.76
6800	1.70
7085	1.60
7200	1.43
7400	1.37
7600	1.27
7800	1.22
8000	1.17
8200	1.11
8400	1.08
8600	1.09
8800	1.12
9000	1.11
9200	1.11
9400	1.12
9600	1.16
9800	1.21
10000	1.27
10200	1.30
10400	1.29
10600	1.29
10800	1.25
11000	1.24
11200	1.23
11400	1.24
11600	1.25
11800	1.31
12000	1.38
12200	1.40
12400	1.47
12600	1.60
12800	1.75
13000	1.93
13200	2.05
13400	2.09
13600	2.02
13800	1.90
14000	1.81
14200	1.72
14400	1.65
14600	1.60
14800	1.50
15000	1.43
15200	1.38
15400	1.37
15600	1.40
15800	1.43
16000	1.49
16200	1.55
16400	1.57
16600	1.60
16800	1.63
17000	1.62
17200	1.68
17400	1.74
17600	1.79
17800	1.83
18000	1.86
18200	1.82
18400	1.73
18600	1.66
18800	1.62
19000	1.63
19200	1.63
19400	1.62
19600	1.59
19800	1.56
20000	1.49
20200	1.40
20400	1.31
20600	1.26
20800	1.24
21000	1.19
21200	1.18
21400	1.16
21600	1.13
21800	1.11
22000	1.13
22200	1.18
22400	1.24
22600	1.33
22800	1.42
23000	1.50
23200	1.55
23400	1.59
23600	1.62
23800	1.61
24000	1.62
24200	1.63
24400	1.62
24600	1.61
24800	1.59
25000	1.57
25200	1.61
25400	1.67
25600	1.69
25800	1.74
26000	1.80
26200	1.80
26400	1.75
26600	1.71
26800	1.67
27000	1.65
27200	1.68
27400	1.68
27600	1.65
27800	1.61
28000	1.58
28200	1.57
28400	1.60
28600	1.62
28800	1.63
29000	1.67
29200	1.67
29400	1.68
29600	1.67
29800	1.66
30000	1.70
30200	1.77
30400	1.83
30600	1.85
30800	1.80
31000	1.71
31200	1.58
31400	1.49
31600	1.42
31800	1.39
32000	1.38
32200	1.36
32400	1.35
32600	1.34
32800	1.35
33000	1.36
33200	1.37
33400	1.38
33600	1.37
33800	1.33
34000	1.31
34200	1.31
34400	1.34
34600	1.34
34800	1.38
35000	1.43
35200	1.45
35400	1.47
35600	1.49
35800	1.47
36000	1.44
36200	1.45
36400	1.48
36600	1.53
36800	1.55
37000	1.58
37200	1.64
37400	1.71
37600	1.82
37800	1.91
38000	1.91
38200	1.85
38400	1.80
38600	1.79
38800	1.80
39000	1.80
39200	1.83
39400	1.87
39600	1.87
39800	1.84
40000	1.80
40200	1.68
40400	1.55
40600	1.45
40800	1.36
41000	1.26
41200	1.22
41400	1.25
41600	1.27
41800	1.22
42000	1.22
42200	1.21
42400	1.29
42600	1.42
42800	1.53
43000	1.63
43200	1.74
43400	1.78
43600	1.82
43800	1.85
44000	1.83
44200	1.77
44400	1.70
44600	1.66
44800	1.64
45000	1.67
45200	1.72
45400	1.81
45600	1.88
45800	1.91
46000	1.87
46200	1.83
46400	1.79
46600	1.85
46800	1.92
47000	2.01
47200	2.03
47400	2.04
47600	1.99
47800	1.92
48000	1.87
48200	1.84
48400	1.85
